Interval,Reader,Trial,Reef,Treatment,Read.number.every.5.min,frame.number,IMG.num,Species,Count,Score,Count.zero,Score.zero
Five.minute,GCJ,5,7,Medium,18,540,20495,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,18,540,20495,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,18,540,20495,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,18,540,20495,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,19,570,20525,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,19,570,20525,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,19,570,20525,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,19,570,20525,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,19,570,20525,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,19,570,20525,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,19,570,20525,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,19,570,20525,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,20,600,20555,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,20,600,20555,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,20,600,20555,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,20,600,20555,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,20,600,20555,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,20,600,20555,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,20,600,20555,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,20,600,20555,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,21,630,20585,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,21,630,20585,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,21,630,20585,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,21,630,20585,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,21,630,20585,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,21,630,20585,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,21,630,20585,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,22,660,20615,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,22,660,20615,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,22,660,20615,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,22,660,20615,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,22,660,20615,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,22,660,20615,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,22,660,20615,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,22,660,20615,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,23,690,20645,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,23,690,20645,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,23,690,20645,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,23,690,20645,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,23,690,20645,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,23,690,20645,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,23,690,20645,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,23,690,20645,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,24,720,20675,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,24,720,20675,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,24,720,20675,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,24,720,20675,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,24,720,20675,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,24,720,20675,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,24,720,20675,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,25,750,20705,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,25,750,20705,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,25,750,20705,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,25,750,20705,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,25,750,20705,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,25,750,20705,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,25,750,20705,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,25,750,20705,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,26,780,20735,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,26,780,20735,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,26,780,20735,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,26,780,20735,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,26,780,20735,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,26,780,20735,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,26,780,20735,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,27,810,20765,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,27,810,20765,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,27,810,20765,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,27,810,20765,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,27,810,20765,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,27,810,20765,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,28,840,20795,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,28,840,20795,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,28,840,20795,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,28,840,20795,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,28,840,20795,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,28,840,20795,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,28,840,20795,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,29,870,20825,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,29,870,20825,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,29,870,20825,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,29,870,20825,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,29,870,20825,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,30,900,20855,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,30,900,20855,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,30,900,20855,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,30,900,20855,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,30,900,20855,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,30,900,20855,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,31,930,20885,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,31,930,20885,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,31,930,20885,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,31,930,20885,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,31,930,20885,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,31,930,20885,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,31,930,20885,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,31,930,20885,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,32,960,20915,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,32,960,20915,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,32,960,20915,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,32,960,20915,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,32,960,20915,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,33,990,20945,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,33,990,20945,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,33,990,20945,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,33,990,20945,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,33,990,20945,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,33,990,20945,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,33,990,20945,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,34,1020,20975,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,34,1020,20975,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,34,1020,20975,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,34,1020,20975,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,34,1020,20975,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,34,1020,20975,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,34,1020,20975,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,34,1020,20975,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,35,1050,21005,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,35,1050,21005,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,35,1050,21005,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,35,1050,21005,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,35,1050,21005,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,35,1050,21005,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,35,1050,21005,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,35,1050,21005,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,36,1080,21035,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,36,1080,21035,FHASE,,,0,0
Five.minute,GCJ,5,7,Medium,36,1080,21035,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,36,1080,21035,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,36,1080,21035,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,36,1080,21035,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,36,1080,21035,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,36,1080,21035,PANE,,,0,0
Five.minute,GCJ,5,7,Medium,37,1110,21065,CAPR,,,0,0
Five.minute,GCJ,5,7,Medium,37,1110,21065,FSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,37,1110,21065,HYRU,,,0,0
Five.minute,GCJ,5,7,Medium,37,1110,21065,MHASE,,,0,0
Five.minute,GCJ,5,7,Medium,37,1110,21065,MSEPU,,,0,0
Five.minute,GCJ,5,7,Medium,37,1110,21065,PACL,,,0,0
Five.minute,GCJ,5,7,Medium,37,1110,21065,PANE,,,0,0
Ten.minute,GCJ,5,7,Medium,32,960,20915,FHASE,1,4,1,4
Ten.minute,GCJ,5,7,Medium,32,960,20915,MHASE,3,4,3,4
Ten.minute,GCJ,5,7,Medium,14,420,20375,FHASE,1,3,1,3
Ten.minute,GCJ,5,7,Medium,14,420,20375,MHASE,1,3,1,3
Ten.minute,GCJ,5,7,Medium,18,540,20495,FHASE,1,3,1,3
Ten.minute,GCJ,5,7,Medium,26,780,20735,MHASE,1,3,1,3
Ten.minute,GCJ,5,7,Medium,30,900,20855,PACL,1,3,1,3
Ten.minute,GCJ,5,7,Medium,2,60,20015,PACL,1,2,1,2
Ten.minute,GCJ,5,7,Medium,16,480,20435,FHASE,1,2,1,2
Ten.minute,GCJ,5,7,Medium,18,540,20495,FSEPU,1,2,1,2
Ten.minute,GCJ,5,7,Medium,28,840,20795,MHASE,1,2,1,2
Ten.minute,GCJ,5,7,Medium,6,180,20135,FHASE,1,1,1,1
Ten.minute,GCJ,5,7,Medium,6,180,20135,FSEPU,1,1,1,1
Ten.minute,GCJ,5,7,Medium,24,720,20675,FHASE,1,1,1,1
Ten.minute,GCJ,5,7,Medium,30,900,20855,FHASE,1,1,1,1
Ten.minute,GCJ,5,7,Medium,32,960,20915,PACL,1,1,1,1
Ten.minute,GCJ,5,7,Medium,2,60,20015,CAPR,,,0,0
Ten.minute,GCJ,5,7,Medium,2,60,20015,FHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,2,60,20015,FSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,2,60,20015,HYRU,,,0,0
Ten.minute,GCJ,5,7,Medium,2,60,20015,MHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,2,60,20015,MSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,2,60,20015,PANE,,,0,0
Ten.minute,GCJ,5,7,Medium,4,120,20075,CAPR,,,0,0
Ten.minute,GCJ,5,7,Medium,4,120,20075,FHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,4,120,20075,FSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,4,120,20075,HYRU,,,0,0
Ten.minute,GCJ,5,7,Medium,4,120,20075,MHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,4,120,20075,MSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,4,120,20075,PACL,,,0,0
Ten.minute,GCJ,5,7,Medium,4,120,20075,PANE,,,0,0
Ten.minute,GCJ,5,7,Medium,6,180,20135,CAPR,,,0,0
Ten.minute,GCJ,5,7,Medium,6,180,20135,HYRU,,,0,0
Ten.minute,GCJ,5,7,Medium,6,180,20135,MHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,6,180,20135,PACL,,,0,0
Ten.minute,GCJ,5,7,Medium,6,180,20135,PANE,,,0,0
Ten.minute,GCJ,5,7,Medium,8,240,20195,CAPR,,,0,0
Ten.minute,GCJ,5,7,Medium,8,240,20195,FHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,8,240,20195,FSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,8,240,20195,HYRU,,,0,0
Ten.minute,GCJ,5,7,Medium,8,240,20195,MHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,8,240,20195,MSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,8,240,20195,PACL,,,0,0
Ten.minute,GCJ,5,7,Medium,8,240,20195,PANE,,,0,0
Ten.minute,GCJ,5,7,Medium,10,300,20255,CAPR,,,0,0
Ten.minute,GCJ,5,7,Medium,10,300,20255,FHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,10,300,20255,FSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,10,300,20255,HYRU,,,0,0
Ten.minute,GCJ,5,7,Medium,10,300,20255,MHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,10,300,20255,MSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,10,300,20255,PACL,,,0,0
Ten.minute,GCJ,5,7,Medium,10,300,20255,PANE,,,0,0
Ten.minute,GCJ,5,7,Medium,12,360,20315,CAPR,,,0,0
Ten.minute,GCJ,5,7,Medium,12,360,20315,FHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,12,360,20315,FSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,12,360,20315,HYRU,,,0,0
Ten.minute,GCJ,5,7,Medium,12,360,20315,MHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,12,360,20315,MSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,12,360,20315,PACL,,,0,0
Ten.minute,GCJ,5,7,Medium,12,360,20315,PANE,,,0,0
Ten.minute,GCJ,5,7,Medium,14,420,20375,CAPR,,,0,0
Ten.minute,GCJ,5,7,Medium,14,420,20375,FSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,14,420,20375,HYRU,,,0,0
Ten.minute,GCJ,5,7,Medium,14,420,20375,MSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,14,420,20375,PACL,,,0,0
Ten.minute,GCJ,5,7,Medium,14,420,20375,PANE,,,0,0
Ten.minute,GCJ,5,7,Medium,16,480,20435,CAPR,,,0,0
Ten.minute,GCJ,5,7,Medium,16,480,20435,FSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,16,480,20435,HYRU,,,0,0
Ten.minute,GCJ,5,7,Medium,16,480,20435,MHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,16,480,20435,MSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,16,480,20435,PACL,,,0,0
Ten.minute,GCJ,5,7,Medium,16,480,20435,PANE,,,0,0
Ten.minute,GCJ,5,7,Medium,18,540,20495,CAPR,,,0,0
Ten.minute,GCJ,5,7,Medium,18,540,20495,HYRU,,,0,0
Ten.minute,GCJ,5,7,Medium,18,540,20495,MHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,18,540,20495,MSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,18,540,20495,PACL,,,0,0
Ten.minute,GCJ,5,7,Medium,18,540,20495,PANE,,,0,0
Ten.minute,GCJ,5,7,Medium,20,600,20555,CAPR,,,0,0
Ten.minute,GCJ,5,7,Medium,20,600,20555,FHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,20,600,20555,FSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,20,600,20555,HYRU,,,0,0
Ten.minute,GCJ,5,7,Medium,20,600,20555,MHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,20,600,20555,MSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,20,600,20555,PACL,,,0,0
Ten.minute,GCJ,5,7,Medium,20,600,20555,PANE,,,0,0
Ten.minute,GCJ,5,7,Medium,22,660,20615,CAPR,,,0,0
Ten.minute,GCJ,5,7,Medium,22,660,20615,FHASE,,,0,0
Ten.minute,GCJ,5,7,Medium,22,660,20615,FSEPU,,,0,0
Ten.minute,GCJ,5,7,Medium,22,660,20615,HYRU,,,0,0
Ten.minute,GCJ,5,7,Medium,22,660,20615,MHASE,,,0,0
